"file_name" "n_taxa" "n_sites"
"575" "busco.12595at7399.faa.phy" 32 1013
"576" "busco.1259at7399.faa.phy" 22 2227
"577" "busco.12603at7399.faa.phy" 19 679
"578" "busco.12604at7399.faa.phy" 23 625
"579" "busco.12609at7399.faa.phy" 30 4969
"580" "busco.12615at7399.faa.phy" 29 1606
"581" "busco.12619at7399.faa.phy" 20 913
"582" "busco.1261at7399.faa.phy" 36 2813
"583" "busco.12625at7399.faa.phy" 23 1432
"584" "busco.12637at7399.faa.phy" 20 638
"585" "busco.12638at7399.faa.phy" 21 1249
"586" "busco.12643at7399.faa.phy" 26 2539
"587" "busco.12647at7399.faa.phy" 32 624
"588" "busco.12653at7399.faa.phy" 33 453
"589" "busco.12654at7399.faa.phy" 28 511
"590" "busco.12659at7399.faa.phy" 32 1027
"591" "busco.12661at7399.faa.phy" 31 388
"592" "busco.12663at7399.faa.phy" 24 523
"593" "busco.12664at7399.faa.phy" 31 433
"594" "busco.12668at7399.faa.phy" 14 503
"595" "busco.12672at7399.faa.phy" 28 1159
"596" "busco.12673at7399.faa.phy" 29 543
"597" "busco.12676at7399.faa.phy" 16 625
"598" "busco.12677at7399.faa.phy" 24 591
"599" "busco.12680at7399.faa.phy" 15 1823
"600" "busco.12690at7399.faa.phy" 22 754
"601" "busco.12695at7399.faa.phy" 33 1422
"602" "busco.12698at7399.faa.phy" 18 863
"603" "busco.12701at7399.faa.phy" 31 382
"604" "busco.12705at7399.faa.phy" 26 553
"605" "busco.12706at7399.faa.phy" 23 477
"606" "busco.12707at7399.faa.phy" 33 461
"607" "busco.12713at7399.faa.phy" 21 720
"608" "busco.12720at7399.faa.phy" 16 1761
"609" "busco.12721at7399.faa.phy" 28 1886
"610" "busco.12727at7399.faa.phy" 31 458
"611" "busco.12728at7399.faa.phy" 12 514
"612" "busco.12734at7399.faa.phy" 24 622
"613" "busco.1274at7399.faa.phy" 20 1544
"614" "busco.12752at7399.faa.phy" 32 625
"615" "busco.12753at7399.faa.phy" 12 765
"616" "busco.1275at7399.faa.phy" 30 1681
"617" "busco.12769at7399.faa.phy" 23 613
"618" "busco.12770at7399.faa.phy" 23 791
"619" "busco.12779at7399.faa.phy" 28 924
"620" "busco.12784at7399.faa.phy" 30 684
"621" "busco.1279at7399.faa.phy" 18 1870
"622" "busco.12809at7399.faa.phy" 29 1016
"623" "busco.12810at7399.faa.phy" 16 878
"624" "busco.12825at7399.faa.phy" 28 589
"625" "busco.12826at7399.faa.phy" 30 582
"626" "busco.1282at7399.faa.phy" 26 2146
"627" "busco.1283at7399.faa.phy" 22 3230
"628" "busco.12867at7399.faa.phy" 30 583
"629" "busco.1286at7399.faa.phy" 21 1332
"630" "busco.12873at7399.faa.phy" 26 541
"631" "busco.12879at7399.faa.phy" 30 1497
"632" "busco.1287at7399.faa.phy" 22 1404
"633" "busco.12886at7399.faa.phy" 23 553
"634" "busco.1288at7399.faa.phy" 23 2212
"635" "busco.12892at7399.faa.phy" 30 535
"636" "busco.12894at7399.faa.phy" 12 2804
"637" "busco.12895at7399.faa.phy" 35 1344
"638" "busco.12899at7399.faa.phy" 21 842
"639" "busco.12907at7399.faa.phy" 29 748
"640" "busco.12908at7399.faa.phy" 27 962
"641" "busco.1290at7399.faa.phy" 20 1639
"642" "busco.12913at7399.faa.phy" 28 435
"643" "busco.12915at7399.faa.phy" 32 573
"644" "busco.12917at7399.faa.phy" 20 619
"645" "busco.12927at7399.faa.phy" 26 1077
"646" "busco.12932at7399.faa.phy" 17 498
"647" "busco.12934at7399.faa.phy" 27 479
"648" "busco.12938at7399.faa.phy" 33 754
"649" "busco.1293at7399.faa.phy" 10 2258
"650" "busco.1294at7399.faa.phy" 31 3361
"651" "busco.12953at7399.faa.phy" 34 519
"652" "busco.12960at7399.faa.phy" 19 947
"653" "busco.12965at7399.faa.phy" 29 445
"654" "busco.12969at7399.faa.phy" 23 488
"655" "busco.1296at7399.faa.phy" 22 2170
"656" "busco.1297at7399.faa.phy" 25 1839
"657" "busco.12981at7399.faa.phy" 24 1674
"658" "busco.12982at7399.faa.phy" 15 1075
"659" "busco.12989at7399.faa.phy" 24 499
"660" "busco.1298at7399.faa.phy" 33 2519
"661" "busco.12994at7399.faa.phy" 27 442
"662" "busco.12997at7399.faa.phy" 19 596
"663" "busco.1299at7399.faa.phy" 19 1749
"664" "busco.13007at7399.faa.phy" 24 470
"665" "busco.13008at7399.faa.phy" 26 591
"666" "busco.13018at7399.faa.phy" 33 1037
"667" "busco.13021at7399.faa.phy" 18 646
"668" "busco.13022at7399.faa.phy" 35 5177
"669" "busco.13026at7399.faa.phy" 35 764
"670" "busco.13032at7399.faa.phy" 28 1655
"671" "busco.13034at7399.faa.phy" 25 568
"672" "busco.13035at7399.faa.phy" 20 557
"673" "busco.13037at7399.faa.phy" 27 877
"674" "busco.1303at7399.faa.phy" 26 3190
"675" "busco.13055at7399.faa.phy" 17 560
"676" "busco.13074at7399.faa.phy" 28 459
"677" "busco.1307at7399.faa.phy" 25 2209
"678" "busco.13082at7399.faa.phy" 26 762
"679" "busco.13084at7399.faa.phy" 30 520
"680" "busco.13085at7399.faa.phy" 32 439
"681" "busco.13092at7399.faa.phy" 34 748
"682" "busco.13097at7399.faa.phy" 30 1455
"683" "busco.13103at7399.faa.phy" 22 4837
"684" "busco.13105at7399.faa.phy" 29 2509
"685" "busco.13106at7399.faa.phy" 21 829
"686" "busco.13110at7399.faa.phy" 17 491
"687" "busco.13111at7399.faa.phy" 28 725
"688" "busco.13114at7399.faa.phy" 25 594
"689" "busco.13120at7399.faa.phy" 29 1986
"690" "busco.13127at7399.faa.phy" 34 938
"691" "busco.13136at7399.faa.phy" 18 926
"692" "busco.13138at7399.faa.phy" 31 453
"693" "busco.13139at7399.faa.phy" 31 615
"694" "busco.1313at7399.faa.phy" 16 1723
"695" "busco.13144at7399.faa.phy" 28 627
"696" "busco.13146at7399.faa.phy" 28 1308
"697" "busco.1314at7399.faa.phy" 29 2164
"698" "busco.13150at7399.faa.phy" 5 756
"699" "busco.13155at7399.faa.phy" 28 441
"700" "busco.13156at7399.faa.phy" 24 1612
"701" "busco.13173at7399.faa.phy" 31 606
"702" "busco.13188at7399.faa.phy" 23 742
"703" "busco.13189at7399.faa.phy" 14 1104
"704" "busco.1318at7399.faa.phy" 36 4438
"705" "busco.13190at7399.faa.phy" 9 725
"706" "busco.13193at7399.faa.phy" 25 951
"707" "busco.131at7399.faa.phy" 28 5100
"708" "busco.13211at7399.faa.phy" 21 860
"709" "busco.13213at7399.faa.phy" 25 464
"710" "busco.13217at7399.faa.phy" 26 438
"711" "busco.13218at7399.faa.phy" 29 774
"712" "busco.13225at7399.faa.phy" 20 613
"713" "busco.13228at7399.faa.phy" 19 812
"714" "busco.1322at7399.faa.phy" 26 1231
"715" "busco.13232at7399.faa.phy" 28 683
"716" "busco.13233at7399.faa.phy" 18 777
"717" "busco.13234at7399.faa.phy" 23 1603
"718" "busco.13236at7399.faa.phy" 32 3204
"719" "busco.13243at7399.faa.phy" 28 530
"720" "busco.13244at7399.faa.phy" 34 754
"721" "busco.13250at7399.faa.phy" 36 598
"722" "busco.13252at7399.faa.phy" 28 997
"723" "busco.1325at7399.faa.phy" 22 2513
"724" "busco.13261at7399.faa.phy" 31 1582
"725" "busco.13263at7399.faa.phy" 24 834
"726" "busco.13270at7399.faa.phy" 23 452
"727" "busco.13273at7399.faa.phy" 24 714
"728" "busco.13283at7399.faa.phy" 32 677
"729" "busco.13288at7399.faa.phy" 21 1350
"730" "busco.1329at7399.faa.phy" 17 2302
"731" "busco.13303at7399.faa.phy" 22 845
"732" "busco.13306at7399.faa.phy" 25 951
"733" "busco.1330at7399.faa.phy" 23 2023
"734" "busco.13312at7399.faa.phy" 16 506
"735" "busco.13316at7399.faa.phy" 34 494
"736" "busco.1331at7399.faa.phy" 30 1741
"737" "busco.13338at7399.faa.phy" 23 1187
"738" "busco.13342at7399.faa.phy" 32 758
"739" "busco.13347at7399.faa.phy" 31 448
"740" "busco.1334at7399.faa.phy" 23 1533
"741" "busco.13350at7399.faa.phy" 31 480
"742" "busco.13358at7399.faa.phy" 30 647
"743" "busco.1335at7399.faa.phy" 26 1770
"744" "busco.13363at7399.faa.phy" 29 1214
"745" "busco.13372at7399.faa.phy" 26 942
"746" "busco.13378at7399.faa.phy" 14 614
"747" "busco.13387at7399.faa.phy" 5 578
"748" "busco.13392at7399.faa.phy" 10 681
"749" "busco.13394at7399.faa.phy" 27 1083
"750" "busco.13395at7399.faa.phy" 36 1414
"751" "busco.13397at7399.faa.phy" 13 556
"752" "busco.13399at7399.faa.phy" 33 751
"753" "busco.133at7399.faa.phy" 17 3910
"754" "busco.13407at7399.faa.phy" 35 596
"755" "busco.13411at7399.faa.phy" 31 589
"756" "busco.13423at7399.faa.phy" 32 432
"757" "busco.13427at7399.faa.phy" 21 521
"758" "busco.1342at7399.faa.phy" 15 1510
"759" "busco.13434at7399.faa.phy" 29 1298
"760" "busco.13437at7399.faa.phy" 22 838
"761" "busco.13439at7399.faa.phy" 29 1468
"762" "busco.13446at7399.faa.phy" 31 385
"763" "busco.13449at7399.faa.phy" 27 503
"764" "busco.13454at7399.faa.phy" 27 413
"765" "busco.13455at7399.faa.phy" 27 415
"766" "busco.13460at7399.faa.phy" 16 643
"767" "busco.13461at7399.faa.phy" 26 958
"768" "busco.13463at7399.faa.phy" 32 697
"769" "busco.13464at7399.faa.phy" 28 692
"770" "busco.13467at7399.faa.phy" 27 682
"771" "busco.13472at7399.faa.phy" 33 517
"772" "busco.13474at7399.faa.phy" 26 696
"773" "busco.13476at7399.faa.phy" 18 864
"774" "busco.13479at7399.faa.phy" 28 638
"775" "busco.13486at7399.faa.phy" 23 719
"776" "busco.13489at7399.faa.phy" 18 1174
"777" "busco.1348at7399.faa.phy" 22 2929
"778" "busco.13493at7399.faa.phy" 28 439
"779" "busco.13495at7399.faa.phy" 30 1298
"780" "busco.13499at7399.faa.phy" 19 741
"781" "busco.13511at7399.faa.phy" 17 796
"782" "busco.13515at7399.faa.phy" 31 803
"783" "busco.13523at7399.faa.phy" 25 628
"784" "busco.13546at7399.faa.phy" 25 542
"785" "busco.13547at7399.faa.phy" 17 533
"786" "busco.13550at7399.faa.phy" 25 640
"787" "busco.1355at7399.faa.phy" 24 2474
"788" "busco.13561at7399.faa.phy" 25 1638
"789" "busco.13567at7399.faa.phy" 26 439
"790" "busco.1356at7399.faa.phy" 30 2663
"791" "busco.13586at7399.faa.phy" 30 379
"792" "busco.13589at7399.faa.phy" 33 503
"793" "busco.13593at7399.faa.phy" 30 615
"794" "busco.13598at7399.faa.phy" 29 564
"795" "busco.13603at7399.faa.phy" 16 538
"796" "busco.13604at7399.faa.phy" 30 505
"797" "busco.13605at7399.faa.phy" 17 953
"798" "busco.13609at7399.faa.phy" 11 560
"799" "busco.13617at7399.faa.phy" 20 475
"800" "busco.13621at7399.faa.phy" 14 489
"801" "busco.1362at7399.faa.phy" 34 2748
"802" "busco.1363at7399.faa.phy" 20 1564
"803" "busco.13648at7399.faa.phy" 17 593
"804" "busco.13651at7399.faa.phy" 22 737
"805" "busco.13655at7399.faa.phy" 13 667
"806" "busco.13658at7399.faa.phy" 6 738
"807" "busco.13661at7399.faa.phy" 27 2596
"808" "busco.13666at7399.faa.phy" 35 427
"809" "busco.13671at7399.faa.phy" 19 2024
"810" "busco.13675at7399.faa.phy" 25 749
"811" "busco.13680at7399.faa.phy" 20 1101
"812" "busco.13682at7399.faa.phy" 34 430
"813" "busco.13686at7399.faa.phy" 10 411
"814" "busco.13692at7399.faa.phy" 32 502
"815" "busco.13694at7399.faa.phy" 28 676
"816" "busco.1369at7399.faa.phy" 16 1347
"817" "busco.13702at7399.faa.phy" 35 716
"818" "busco.13704at7399.faa.phy" 32 1638
"819" "busco.13708at7399.faa.phy" 30 1107
"820" "busco.13714at7399.faa.phy" 23 449
"821" "busco.13734at7399.faa.phy" 31 394
"822" "busco.13737at7399.faa.phy" 29 463
"823" "busco.13739at7399.faa.phy" 15 400
"824" "busco.1373at7399.faa.phy" 27 2416
"825" "busco.13745at7399.faa.phy" 10 456
"826" "busco.13746at7399.faa.phy" 25 504
"827" "busco.13749at7399.faa.phy" 26 493
"828" "busco.13750at7399.faa.phy" 33 467
"829" "busco.13761at7399.faa.phy" 25 721
"830" "busco.13766at7399.faa.phy" 24 370
"831" "busco.1376at7399.faa.phy" 25 2919
"832" "busco.13770at7399.faa.phy" 18 983
"833" "busco.13773at7399.faa.phy" 24 425
"834" "busco.13774at7399.faa.phy" 15 457
"835" "busco.13776at7399.faa.phy" 31 748
"836" "busco.1378at7399.faa.phy" 35 2448
"837" "busco.13792at7399.faa.phy" 28 483
"838" "busco.13793at7399.faa.phy" 18 687
"839" "busco.13801at7399.faa.phy" 29 529
"840" "busco.13802at7399.faa.phy" 22 643
"841" "busco.13808at7399.faa.phy" 23 848
"842" "busco.13811at7399.faa.phy" 25 1173
"843" "busco.13814at7399.faa.phy" 23 1269
"844" "busco.13818at7399.faa.phy" 24 2165
"845" "busco.13823at7399.faa.phy" 27 853
"846" "busco.13827at7399.faa.phy" 27 698
"847" "busco.1382at7399.faa.phy" 19 1776
"848" "busco.13837at7399.faa.phy" 30 1270
"849" "busco.13839at7399.faa.phy" 24 508
"850" "busco.13843at7399.faa.phy" 33 1137
"851" "busco.13851at7399.faa.phy" 28 765
"852" "busco.13852at7399.faa.phy" 27 1537
"853" "busco.13853at7399.faa.phy" 32 545
"854" "busco.13854at7399.faa.phy" 29 948
"855" "busco.13866at7399.faa.phy" 24 452
"856" "busco.13868at7399.faa.phy" 24 1698
"857" "busco.13870at7399.faa.phy" 17 1029
"858" "busco.13873at7399.faa.phy" 27 566
"859" "busco.13888at7399.faa.phy" 30 477
"860" "busco.13889at7399.faa.phy" 27 501
"861" "busco.13892at7399.faa.phy" 24 566
"862" "busco.13894at7399.faa.phy" 26 573
"863" "busco.138at7399.faa.phy" 26 4956
"864" "busco.13907at7399.faa.phy" 25 370
"865" "busco.13918at7399.faa.phy" 26 1007
"866" "busco.13919at7399.faa.phy" 13 840
"867" "busco.13923at7399.faa.phy" 31 1186
"868" "busco.1392at7399.faa.phy" 20 1572
"869" "busco.13931at7399.faa.phy" 17 1162
"870" "busco.13933at7399.faa.phy" 17 498
"871" "busco.13934at7399.faa.phy" 28 992
"872" "busco.1393at7399.faa.phy" 27 2742
"873" "busco.13940at7399.faa.phy" 18 578
"874" "busco.13951at7399.faa.phy" 32 394
"875" "busco.13954at7399.faa.phy" 34 563
"876" "busco.13956at7399.faa.phy" 27 762
"877" "busco.1395at7399.faa.phy" 26 3144
"878" "busco.13963at7399.faa.phy" 27 863
"879" "busco.13965at7399.faa.phy" 29 544
"880" "busco.13975at7399.faa.phy" 20 639
"881" "busco.1397at7399.faa.phy" 22 3628
"882" "busco.13982at7399.faa.phy" 23 1225
"883" "busco.13983at7399.faa.phy" 15 605
"884" "busco.13985at7399.faa.phy" 16 471
"885" "busco.13994at7399.faa.phy" 17 569
"886" "busco.13998at7399.faa.phy" 34 1091
"887" "busco.1399at7399.faa.phy" 14 2354
"888" "busco.14008at7399.faa.phy" 25 402
"889" "busco.14009at7399.faa.phy" 30 571
"890" "busco.14010at7399.faa.phy" 20 462
"891" "busco.14016at7399.faa.phy" 24 438
"892" "busco.14025at7399.faa.phy" 24 802
"893" "busco.14028at7399.faa.phy" 19 536
"894" "busco.14031at7399.faa.phy" 19 657
"895" "busco.14035at7399.faa.phy" 31 596
"896" "busco.14038at7399.faa.phy" 29 1951
"897" "busco.1403at7399.faa.phy" 20 1811
"898" "busco.14041at7399.faa.phy" 23 872
"899" "busco.14043at7399.faa.phy" 9 650
"900" "busco.14049at7399.faa.phy" 14 402
"901" "busco.1404at7399.faa.phy" 21 2545
"902" "busco.14051at7399.faa.phy" 15 2886
"903" "busco.14052at7399.faa.phy" 31 1578
"904" "busco.14064at7399.faa.phy" 31 579
"905" "busco.14067at7399.faa.phy" 24 850
"906" "busco.14068at7399.faa.phy" 13 481
"907" "busco.14070at7399.faa.phy" 27 525
"908" "busco.14075at7399.faa.phy" 12 521
"909" "busco.14076at7399.faa.phy" 31 1519
"910" "busco.14087at7399.faa.phy" 26 1856
"911" "busco.1408at7399.faa.phy" 14 1610
"912" "busco.14090at7399.faa.phy" 25 880
"913" "busco.14095at7399.faa.phy" 34 567
"914" "busco.14101at7399.faa.phy" 36 552
"915" "busco.14115at7399.faa.phy" 32 839
"916" "busco.14118at7399.faa.phy" 31 664
"917" "busco.14120at7399.faa.phy" 34 524
"918" "busco.14133at7399.faa.phy" 16 418
"919" "busco.14135at7399.faa.phy" 9 447
"920" "busco.14156at7399.faa.phy" 23 2084
"921" "busco.14158at7399.faa.phy" 29 373
"922" "busco.14163at7399.faa.phy" 34 2661
"923" "busco.14174at7399.faa.phy" 30 600
"924" "busco.14182at7399.faa.phy" 28 772
"925" "busco.14183at7399.faa.phy" 26 1047
"926" "busco.14190at7399.faa.phy" 28 400
"927" "busco.14192at7399.faa.phy" 20 1161
"928" "busco.1419at7399.faa.phy" 31 1965
"929" "busco.14201at7399.faa.phy" 23 606
"930" "busco.14203at7399.faa.phy" 14 550
"931" "busco.14204at7399.faa.phy" 33 676
"932" "busco.14210at7399.faa.phy" 24 1214
"933" "busco.14214at7399.faa.phy" 13 429
"934" "busco.14216at7399.faa.phy" 21 374
"935" "busco.14217at7399.faa.phy" 20 468
"936" "busco.14219at7399.faa.phy" 20 591
"937" "busco.14225at7399.faa.phy" 33 1019
"938" "busco.14236at7399.faa.phy" 29 1137
"939" "busco.14243at7399.faa.phy" 31 564
"940" "busco.14244at7399.faa.phy" 4 538
"941" "busco.14250at7399.faa.phy" 29 356
"942" "busco.14251at7399.faa.phy" 31 429
"943" "busco.14254at7399.faa.phy" 15 493
"944" "busco.14257at7399.faa.phy" 27 948
"945" "busco.14259at7399.faa.phy" 34 476
"946" "busco.14261at7399.faa.phy" 9 528
"947" "busco.14264at7399.faa.phy" 30 496
"948" "busco.14266at7399.faa.phy" 32 968
"949" "busco.14273at7399.faa.phy" 14 799
"950" "busco.1427at7399.faa.phy" 14 2113
"951" "busco.14280at7399.faa.phy" 26 441
"952" "busco.14282at7399.faa.phy" 29 554
"953" "busco.14287at7399.faa.phy" 25 549
"954" "busco.14288at7399.faa.phy" 31 442
"955" "busco.14291at7399.faa.phy" 21 949
"956" "busco.14292at7399.faa.phy" 30 559
"957" "busco.14293at7399.faa.phy" 23 1354
"958" "busco.14295at7399.faa.phy" 29 580
"959" "busco.14312at7399.faa.phy" 28 429
"960" "busco.14313at7399.faa.phy" 35 425
"961" "busco.14315at7399.faa.phy" 32 1205
"962" "busco.14317at7399.faa.phy" 30 608
"963" "busco.14328at7399.faa.phy" 26 408
"964" "busco.14332at7399.faa.phy" 33 393
"965" "busco.14337at7399.faa.phy" 31 474
"966" "busco.1434at7399.faa.phy" 22 1309
"967" "busco.14351at7399.faa.phy" 25 1115
"968" "busco.14357at7399.faa.phy" 11 578
"969" "busco.14381at7399.faa.phy" 26 468
"970" "busco.1438at7399.faa.phy" 14 1377
"971" "busco.14395at7399.faa.phy" 30 851
"972" "busco.14400at7399.faa.phy" 32 940
"973" "busco.14404at7399.faa.phy" 30 434
"974" "busco.14406at7399.faa.phy" 29 953
"975" "busco.1440at7399.faa.phy" 19 1534
"976" "busco.14419at7399.faa.phy" 17 362
"977" "busco.14442at7399.faa.phy" 31 406
"978" "busco.14447at7399.faa.phy" 25 1834
"979" "busco.1444at7399.faa.phy" 20 1685
"980" "busco.14451at7399.faa.phy" 30 645
"981" "busco.14453at7399.faa.phy" 27 745
"982" "busco.14454at7399.faa.phy" 26 1468
"983" "busco.14455at7399.faa.phy" 28 807
"984" "busco.14458at7399.faa.phy" 31 938
"985" "busco.14459at7399.faa.phy" 21 410
"986" "busco.14464at7399.faa.phy" 26 947
"987" "busco.14465at7399.faa.phy" 34 473
"988" "busco.1446at7399.faa.phy" 16 2632
"989" "busco.14474at7399.faa.phy" 25 948
"990" "busco.14483at7399.faa.phy" 34 1447
"991" "busco.14484at7399.faa.phy" 9 796
"992" "busco.14485at7399.faa.phy" 28 3482
"993" "busco.1448at7399.faa.phy" 16 1472
"994" "busco.14493at7399.faa.phy" 25 525
"995" "busco.14495at7399.faa.phy" 28 1007
"996" "busco.14514at7399.faa.phy" 28 621
"997" "busco.14515at7399.faa.phy" 35 605
"998" "busco.14517at7399.faa.phy" 16 404
"999" "busco.14527at7399.faa.phy" 32 796
"1000" "busco.14530at7399.faa.phy" 10 586
"1001" "busco.14535at7399.faa.phy" 25 1447
"1002" "busco.14539at7399.faa.phy" 31 401
"1003" "busco.14544at7399.faa.phy" 32 790
"1004" "busco.14546at7399.faa.phy" 11 1187
"1005" "busco.14551at7399.faa.phy" 19 722
"1006" "busco.14554at7399.faa.phy" 28 667
"1007" "busco.14557at7399.faa.phy" 25 1346
"1008" "busco.14566at7399.faa.phy" 7 513
"1009" "busco.14574at7399.faa.phy" 16 833
"1010" "busco.14579at7399.faa.phy" 29 1496
"1011" "busco.1457at7399.faa.phy" 18 1442
"1012" "busco.14580at7399.faa.phy" 30 2796
"1013" "busco.14595at7399.faa.phy" 24 623
"1014" "busco.14597at7399.faa.phy" 26 496
"1015" "busco.1459at7399.faa.phy" 28 2625
"1016" "busco.14601at7399.faa.phy" 24 377
"1017" "busco.14603at7399.faa.phy" 27 499
"1018" "busco.14625at7399.faa.phy" 27 525
"1019" "busco.14629at7399.faa.phy" 30 1070
"1020" "busco.14631at7399.faa.phy" 28 711
"1021" "busco.14636at7399.faa.phy" 28 1039
"1022" "busco.14638at7399.faa.phy" 25 370
"1023" "busco.14642at7399.faa.phy" 26 951
"1024" "busco.14643at7399.faa.phy" 24 440
"1025" "busco.14647at7399.faa.phy" 30 976
"1026" "busco.14650at7399.faa.phy" 29 519
"1027" "busco.14654at7399.faa.phy" 23 601
"1028" "busco.14657at7399.faa.phy" 29 1017
"1029" "busco.14664at7399.faa.phy" 24 1198
"1030" "busco.14667at7399.faa.phy" 26 428
"1031" "busco.14668at7399.faa.phy" 23 634
"1032" "busco.14674at7399.faa.phy" 23 544
"1033" "busco.14678at7399.faa.phy" 34 1234
"1034" "busco.14679at7399.faa.phy" 34 485
"1035" "busco.1467at7399.faa.phy" 26 1731
"1036" "busco.14685at7399.faa.phy" 29 1091
"1037" "busco.14698at7399.faa.phy" 29 1479
"1038" "busco.1469at7399.faa.phy" 15 2081
"1039" "busco.14706at7399.faa.phy" 30 546
"1040" "busco.14710at7399.faa.phy" 29 585
"1041" "busco.14711at7399.faa.phy" 28 1106
"1042" "busco.14725at7399.faa.phy" 34 482
"1043" "busco.14728at7399.faa.phy" 23 474
"1044" "busco.14734at7399.faa.phy" 24 780
"1045" "busco.14745at7399.faa.phy" 32 376
"1046" "busco.14746at7399.faa.phy" 25 655
"1047" "busco.14747at7399.faa.phy" 15 510
"1048" "busco.14753at7399.faa.phy" 31 546
"1049" "busco.14755at7399.faa.phy" 30 454
"1050" "busco.1475at7399.faa.phy" 23 1965
"1051" "busco.14768at7399.faa.phy" 20 658
"1052" "busco.14775at7399.faa.phy" 24 410
"1053" "busco.14776at7399.faa.phy" 34 806
"1054" "busco.14784at7399.faa.phy" 15 524
"1055" "busco.1478at7399.faa.phy" 23 2068
"1056" "busco.14793at7399.faa.phy" 10 674
"1057" "busco.14806at7399.faa.phy" 35 537
"1058" "busco.14815at7399.faa.phy" 6 463
"1059" "busco.14821at7399.faa.phy" 10 489
"1060" "busco.14822at7399.faa.phy" 15 1104
"1061" "busco.1482at7399.faa.phy" 29 1985
"1062" "busco.14831at7399.faa.phy" 28 396
"1063" "busco.1483at7399.faa.phy" 21 1337
"1064" "busco.14848at7399.faa.phy" 19 428
"1065" "busco.14849at7399.faa.phy" 32 950
"1066" "busco.14854at7399.faa.phy" 16 390
"1067" "busco.14863at7399.faa.phy" 24 502
"1068" "busco.14877at7399.faa.phy" 36 748
"1069" "busco.14878at7399.faa.phy" 24 715
"1070" "busco.14884at7399.faa.phy" 23 444
"1071" "busco.14886at7399.faa.phy" 28 631
"1072" "busco.14895at7399.faa.phy" 25 1092
"1073" "busco.14897at7399.faa.phy" 22 387
"1074" "busco.148at7399.faa.phy" 20 6277
"1075" "busco.14906at7399.faa.phy" 28 606
"1076" "busco.14916at7399.faa.phy" 31 492
"1077" "busco.14920at7399.faa.phy" 30 648
"1078" "busco.14926at7399.faa.phy" 5 590
"1079" "busco.14929at7399.faa.phy" 18 448
"1080" "busco.14930at7399.faa.phy" 26 588
"1081" "busco.14935at7399.faa.phy" 20 584
"1082" "busco.14937at7399.faa.phy" 36 486
"1083" "busco.14938at7399.faa.phy" 25 1001
"1084" "busco.14940at7399.faa.phy" 13 825
"1085" "busco.14949at7399.faa.phy" 17 444
"1086" "busco.1494at7399.faa.phy" 34 3513
"1087" "busco.14951at7399.faa.phy" 31 382
"1088" "busco.14952at7399.faa.phy" 34 381
"1089" "busco.14959at7399.faa.phy" 24 601
"1090" "busco.14961at7399.faa.phy" 21 486
"1091" "busco.14972at7399.faa.phy" 29 821
"1092" "busco.14979at7399.faa.phy" 27 822
"1093" "busco.14980at7399.faa.phy" 26 1235
